orient,distractor,kappa,subject,resp,respRT,acc,traj
142,1,100,32,144,2.271145821,2,118
166,0,5000,32,154,0.871054888,-12,32
35,0.15,100,32,26,1.117974997,-9,-4
95,0.15,5000,32,94,2.10651803,-1,-72
127,0.15,50,32,111,1.494385004,-16,60
54,1,5000,32,73,1.85927701,19,-42
64,1,50,32,59,2.306494951,-5,-52
34,1,5000,32,30,2.541374922,-4,-12
89,0,5000,32,82,0.023741007,-7,6
135,0,100,32,131,1.882572889,-4,34
150,0.15,5000,32,147,0.941648006,-3,-26
54,0.15,100,32,71,2.482885838,17,-50
31,0.15,100,32,34,2.059144974,3,-64
94,1,5000,32,101,0.470824003,7,-30
141,0.15,100,32,130,2.165204048,-11,74
91,0.15,5000,32,81,1.25908494,-10,-68
35,0.15,5000,32,24,0.765264034,-11,-156
33,1,5000,32,26,1.494307041,-7,-100
135,0,5000,32,125,2.153247118,-10,64
168,1,5000,32,160,1.188457012,-8,128
24,0,100,32,13,2.54172802,-11,-124
127,0,50,32,125,1.800428867,-2,-14
74,1,5000,32,76,1.659020901,2,-68
5,0.15,5000,32,13,0.847688913,8,-10
165,0,100,32,155,0.647293091,-10,-14
45,1,100,32,54,1.388588905,9,-102
75,0,50,32,74,1.047276974,-1,-10
2,0,5000,32,19,1.447638988,17,8
69,0.15,100,32,85,2.529630899,16,46
101,0,5000,32,99,0.835499048,-2,-14
65,0,100,32,73,1.577090025,8,16
3,0.15,5000,32,12,0.529648066,9,-162
33,0,100,32,13,2.200617075,-20,-64
16,0,50,32,12,0.529613972,-4,8
123,1,50,32,16,2.141839981,73,-44
38,0.15,5000,32,23,0.706086874,-15,-142
168,0.15,50,32,176,0.835792065,8,150
157,0.15,50,32,170,2.09470582,13,48
117,0,100,32,104,2.353213072,-13,74
26,0,5000,32,28,0.459276915,2,-138
146,1,100,32,111,1.670822144,-35,60
106,0,100,32,111,1.600223064,5,-4
61,1,5000,32,69,2.541302919,8,-42
137,0,5000,32,106,2.212226152,-31,64
14,0.15,50,32,22,0.788450956,8,-54
41,0,100,32,37,2.235617161,-4,-60
101,0.15,5000,32,115,1.541455984,14,-58
160,0.15,5000,32,159,0.635630131,-1,38
76,0,5000,32,152,2.023710966,76,54
133,1,100,32,NaN,2.164911985,NaN,0
36,1,100,32,49.5,2.364881039,13.5,-6.5
44,0,5000,32,55,2.282549143,11,-94
112,0,50,32,94,1.588843107,-18,-86
3,1,50,32,6,0.823715925,3,-120
94,0.15,50,32,97,2.000230074,3,36
69,0.15,5000,32,80,2.388523102,11,48
21,1,100,32,17,1.212386847,-4,-120
61,1,100,32,13,2.023833036,-48,-126
127,0,5000,32,114,1.294348001,-13,-30
37,0,100,32,35,1.965225935,-2,12
134,0.15,100,32,109,1.494423151,-25,-60
175,1,5000,32,168,0.659265041,-7,12
71,1,100,32,68,1.129569054,-3,-16
48,1,5000,32,69,2.012092113,21,58
58,0.15,100,32,163,1.553525925,-75,124
61,0.15,100,32,75,1.459445,14,-38
29,1,100,32,19,1.235506058,-10,-38
46,1,5000,32,28,1.188472986,-18,-146
110,0.15,50,32,109,1.612092972,-1,32
83,0,100,32,82,1.847688913,-1,78
58,0,50,32,70,0.670920849,12,10
101,0,5000,32,117,2.09431386,16,-48
137,1,100,32,140,1.224117994,3,114
12,0.15,50,32,178,1.153173923,-14,56
134,0.15,5000,32,158,0.918369055,24,128
74,1,100,32,66,2.553508043,-8,-100
99,0,5000,32,95,2.094738007,-4,44
43,1,50,32,17,1.377061129,-26,-98
75,0,100,32,63,2.294342041,-12,-48
12,0,100,32,8,2.365327835,-4,-34
23,0.15,100,32,16,1.306595087,-7,-60
148,0.15,50,32,173,2.153588057,25,76
143,1,5000,32,133,1.553221941,-10,-40
17,0.15,100,32,31,2.294466972,14,-90
53,1,5000,32,114,1.2240839,61,16
110,1,50,32,101,2.517861128,-9,-30
71,0.15,100,32,74,1.329626799,3,18
28,0,5000,32,29,1.470811129,1,-120
29,0,100,32,26,1.200535774,-3,-154
93,0,50,32,96,1.882572174,3,-30
29,0,5000,32,15,1.776664019,-14,-46
113,0.15,5000,32,114,1.988560915,1,82
6,0,5000,32,7,0.800590038,1,-130
1,1,50,32,7,1.35315609,6,-132
24,0,50,32,16,2.153184175,-8,-128
62,0.15,50,32,59,0.97710681,-3,36
82,1,50,32,107,1.553176165,25,-62
75,0.15,50,32,96,1.200648069,21,-60
81,0.15,5000,32,74,0.694525957,-7,-10
87,1,50,32,97,1.235877037,10,86
162,1,50,32,165,1.106210947,3,126
129,1,100,32,141,2.506400824,12,28
17,0,100,32,29,1.494590044,12,-28
132,1,5000,32,60,2.470772028,-72,-114
104,1,5000,32,109,0.930042028,5,32
42,0.15,50,32,166,2.282969952,-56,162
66,0.15,5000,32,78,1.647279978,12,18
179,0.15,5000,32,155,1.529639006,-24,-10
92,0,100,32,100,2.070765018,8,74
176,0.15,100,32,172,0.682696819,-4,50
4,0.15,50,32,173.5,2.494330883,-10.5,143.5
155,0.15,5000,32,NaN,0,NaN,0
112,0.15,50,32,130,2.482636213,18,79
58,0.15,5000,32,63,1.470880032,5,-52
114,0,100,32,105,1.02375102,-9,-6
83,0.15,50,32,72,0.882672071,-11,30
106,1,50,32,106,2.518087864,0,30
101,1,5000,32,105,2.541396141,4,8
120,0,5000,32,105,2.435771942,-15,-68
176,0.15,5000,32,175,2.271070004,-1,54
93,0,100,32,NaN,1.094718933,NaN,0
174,0,100,32,177,2.130028009,3,46
153,1,100,32,156,1.082653046,3,100
60,1,100,32,55,1.67081809,-5,-94
151,0,5000,32,140,1.400631905,-11,-40
16,0.15,50,32,20,1.259032965,4,-106
108,0.15,5000,32,101,2.141408205,-7,40
26,0.15,100,32,34,2.317862034,8,2
23,1,5000,32,17,0.835782051,-6,-120
39,0,100,32,23,1.011967897,-16,-116
9,0,50,32,22,1.188461065,13,-122
21,0.15,50,32,169,0.671210051,-32,146
178,0,50,32,175,2.282548904,-3,6
84,1,50,32,8,0.871208906,-76,-148
143,0.15,5000,32,118,1.894433975,-25,34
121,0,50,32,137,0.918159962,16,126
179,1,50,32,169,1.282824039,-10,130
49,0,100,32,169,1.694742918,-60,56
80,1,50,32,167,1.16494298,87,110
67,1,50,32,72,2.306465149,5,-102
122,0,50,32,17,2.271210909,75,-60
63,0.15,100,32,72,1.071187019,9,68
156,0.15,100,32,172,1.65901804,16,112
58,0,100,32,161.5,2.447260857,-76.5,-3.5
47,1,100,32,176,1.317898035,-51,150
39,1,100,32,20,0.976670027,-19,-102
113,0.15,50,32,16,1.047543049,83,-14
139,1,5000,32,124,2.553362131,-15,-42
79,1,100,32,75,1.16515398,-4,24
15,1,50,32,9,0.800311089,-6,-106
141,1,50,32,17,1.388426065,56,-94
177,0,50,32,8,1.000636816,11,-34
126,1,50,32,118,1.694322109,-8,42
19,0,5000,32,25,1.165239096,6,-72
94,0,5000,32,103,1.035504103,9,-70
85,0.15,100,32,71,1.611994982,-14,-50
116,1,100,32,96,2.211992979,-20,-2
43,0,100,32,99,1.200357914,56,-32
70,1,5000,32,72,1.517865181,2,16
178,0.15,100,32,33,1.623728037,35,-116
101,1,100,32,100,1.412281036,-1,-80
57,0,50,32,52,1.165027857,-5,-74
102,0.15,100,32,NaN,0,NaN,0
174,0,5000,32,178,2.270900965,4,146
92,0.15,5000,32,99,2.11814785,7,-38
44,1,50,32,109,0.964939117,65,-30
43,1,100,32,24,0.941433907,-19,-120
160,1,50,32,27,1.917963982,47,4
15,0.15,50,32,23,0.83551693,8,-146
158,1,50,32,166,1.18845892,8,10
28,1,100,32,44,0.776953936,16,-40
95,0,5000,32,97,1.941415071,2,86
141,1,5000,32,155,1.200714111,14,116
2,0.15,5000,32,73,1.02425909,71,-40
159,1,100,32,69,0.717978954,90,12
124,0,100,32,154,1.012089968,30,-20
70,0.15,100,32,17,1.447474957,-53,-60
4,0.15,50,32,164,2.011963844,-20,160
36,0.15,5000,32,18,2.282951832,-18,-42
67,0,50,32,73,1.730044127,6,-92
145,0,100,32,116,1.247607946,-29,90
66,0,50,32,136,1.247292042,70,14
178,1,5000,32,156,0.71788311,-22,126
147,0,50,32,118,1.800568104,-29,-48
144,1,5000,32,133,1.365329027,-11,82
64,1,5000,32,79,1.329825163,15,-36
154,0.15,5000,32,157,1.306359053,3,46
109,1,5000,32,100,2.106390953,-9,58
135,0.15,5000,32,114,1.98855114,-21,38
114,0,50,32,103,1.330029964,-11,6
1,0.15,50,32,NaN,0,NaN,0
38,0.15,100,32,23,0.824136019,-15,-98
19,0.15,100,32,24,2.224207163,5,-74
68,0,100,32,65,1.223993063,-3,-66
80,0.15,100,32,84,0.576683998,4,28
8,0.15,100,32,71,1.32962513,63,-78
4,0.15,5000,32,16,0.424001932,12,-164
134,0,100,32,16,0.706384897,62,-110
71,0.15,100,32,79,0.553086042,8,18
91,1,100,32,84,0.800193071,-7,52
53,0.15,50,32,73,1.553510189,20,-64
149,1,100,32,161,1.459058046,12,22
56,0.15,50,32,116,0.706228018,60,-28
12,0.15,5000,32,41,1.212254047,29,18
10,0.15,100,32,173,2.129642963,-17,4
172,0,100,32,172,0.859527111,0,16
176,1,5000,32,170,0.894535065,-6,86
25,0,100,32,21,1.882586002,-4,10
104,0,5000,32,25,1.364943981,-79,-14
17,0,50,32,27,1.224247932,10,-86
28,0,50,32,37,0.800225019,9,-20
36,1,5000,32,6,2.129631996,-30,-168
60,0.15,50,32,167,2.21235013,-73,90
23,0.15,5000,32,108,2.259023905,85,104
144,1,50,32,164,1.106197119,20,104
150,0.15,100,32,133,2.553472996,-17,-32
1,0,5000,32,6,2.165184975,5,-20
129,0,50,32,102,1.517866135,-27,-20
27,1,100,32,24,0.847296,-3,-6
27,1,50,32,48,2.129853964,21,-118
27,1,50,32,35,0.69443202,8,-16
136,0,100,32,125,0.859323978,-11,10
50,1,50,32,73,1.459436893,23,-38
140,0.15,5000,32,132,1.412101984,-8,90
105,0.15,50,32,106,2.482955933,1,30
17,0.15,100,32,17,1.153846979,0,-80
133,0.15,50,32,103,1.565319061,-30,-70
92,0,5000,32,103,0.906169891,11,-18
106,0.15,50,32,108,1.388596058,2,10
74,0.15,100,32,75,0.659543037,1,-56
3,0,50,32,12,1.4237988,9,-44
147,1,100,32,9,0.647392988,42,-140
157,0,5000,32,34,2.164943218,57,-146
84,0.15,50,32,64,2.023901939,-20,-62
41,0.15,50,32,13,1.835757971,-28,-48
122,1,100,32,NaN,0,NaN,0
65,1,100,32,73,2.364923954,8,-64
31,1,5000,32,27,2.059242964,-4,-112
158,0.15,100,32,72,1.259249926,-86,-72
23,1,50,32,15,1.164978981,-8,-8
37,0,5000,33,27,1.59889698,-10,-2
149,0.15,50,33,44,1.176857948,75,-106
76,1,5000,33,53,1.400305986,-23,8
121,0,5000,33,131,1.494361162,10,62
13,0.15,50,33,8,0.752922058,-5,-44
81,1,5000,33,63,1.576666117,-18,10
144,0,100,33,143,1.247372866,-1,-8
3,0,50,33,2,2.106082916,-1,-150
15,0,100,33,14,0.670794964,-1,-18
19,0,50,33,22,2.000215054,3,-140
97,0,5000,33,92,1.071242094,-5,-56
144,0.15,100,33,163,1.659069061,19,-2
87,1,5000,33,86,1.600444078,-1,-32
123,0,100,33,78,0.89436698,-45,-34
2,1,100,33,3,1.80021286,1,-76
131,1,5000,33,111,2.353547096,-20,-28
128,0.15,50,33,NaN,1.45904398,NaN,0
35,1,100,33,41,1.341799974,6,-46
64,0.15,5000,33,67,1.035750151,3,-18
56,1,50,33,55,1.953229904,-1,-76
39,0,50,33,42,0.706027985,3,32
88,0,50,33,91,0.824026108,3,68
163,0.15,100,33,40,1.706509829,57,-4
122,0.15,50,33,118,1.741410017,-4,-16
26,0.15,100,33,41,0.729633093,15,-136
173,0.15,100,33,30,1.000500917,37,14
150,1,50,33,7,1.658987045,37,-74
97,1,5000,33,105,1.317878008,8,42
62,0,5000,33,74,1.671016932,12,-28
122,0.15,5000,33,147,2.294328928,25,14
125,1,5000,33,131,0.706237078,6,-44
49,1,5000,33,48,0.600229979,-1,24
168,0.15,5000,33,132,0.823670149,-36,130
96,0,5000,33,123,0.953441858,27,92
83,1,100,33,91,1.364907026,8,-10
56,0.15,50,33,106,1.106249094,50,30
55,1,100,33,56,1.235526085,1,-10
2,0.15,5000,33,13,2.011982918,11,-54
90,0.15,100,33,115,2.400621176,25,52
138,0,50,33,159,1.753258944,21,86
144,0.15,5000,33,151,1.812253237,7,80
176,1,100,33,152,1.306560993,-24,74
21,0,100,33,11,2.36500597,-10,-90
58,0.15,5000,33,44,0.788506985,-14,-116
76,1,50,33,65,1.200618029,-11,-34
10,0,5000,33,28,2.259036064,18,-82
134,0,5000,33,146,0.71788311,12,100
156,1,100,33,5,0.753225088,29,-122
51,0.15,50,33,3,2.28275919,-48,-138
166,1,5000,33,166,0.624002934,0,130
95,0.15,5000,33,130,1.882695913,35,18
136,0,100,33,144,1.788670063,8,86
131,1,100,33,146,1.811970949,15,90
173,1,100,33,160,1.447289944,-13,30
25,0,5000,33,32,1.059083939,7,8
102,0.15,5000,33,118,0.859045982,16,24
117,0,50,33,121,0.635488033,4,-38
133,0,50,33,146,2.176867962,13,106
100,0.15,50,33,116,1.882570982,16,90
129,0,5000,33,148,1.659052849,19,138
50,0.15,5000,33,39,0.753122807,-11,-110
24,0,100,33,NaN,1.329746962,NaN,0
98,0.15,100,33,110,1.69433403,12,14
170,1,5000,33,155,2.553142071,-15,80
51,0.15,50,33,38,1.6119771,-13,-10
111,0,100,33,110,0.906105995,-1,-24
164,0,50,33,125,1.988449812,-39,80
151,1,100,33,154,0.729626179,3,126
36,0.15,50,33,22,0.811963797,-14,-116
179,1,50,33,166,2.235517025,-13,102
42,0.15,50,33,30.5,2.259176016,-11.5,-50.5
157,0.15,100,33,145,1.38876605,-12,-12
145,0,5000,33,140,1.012392044,-5,74
35,1,50,33,43,1.541389942,8,-24
93,1,50,33,107,1.177116156,14,44
140,1,5000,33,147,1.459453106,7,74
39,0.15,5000,33,41,0.976938009,2,-30
166,0.15,5000,33,162,1.553454876,-4,84
53,0.15,50,33,41,2.011934996,-12,-60
22,0,50,33,18,1.812317133,-4,-142
148,0,100,33,157,1.906460047,9,58
153,1,100,33,158,0.718297005,5,48
92,0,100,33,106,2.541626215,14,60
71,1,100,33,93,2.294322014,22,-34
36,0,5000,33,33,0.882673979,-3,-108
130,0.15,100,33,136,1.341390848,6,100
82,0.15,100,33,108,1.282973051,26,-4
12,0.15,100,33,32,2.553082943,20,-26
99,0.15,5000,33,100,1.847272873,1,44
172,0,5000,33,10,2.518110991,18,-120
38,1,5000,33,34,2.235869169,-4,10
20,1,50,33,28,1.200210094,8,-66
108,0,5000,33,123,0.764923096,15,-36
148,0.15,100,33,168,0.788524866,20,128
154,0.15,100,33,160,1.871175051,6,134
101,0.15,5000,33,128,0.682554007,27,118
130,0,5000,33,129,0.729623079,-1,-20
71,0.15,5000,33,65,1.141518831,-6,36
2,0.15,100,33,16,1.459434986,14,-80
33,0,5000,33,45,2.224198103,12,-30
29,1,5000,33,14,2.541473866,-15,-34
47,1,100,33,38,2.423742056,-9,-96
62,1,50,33,61,2.129984856,-1,16
118,0.15,5000,33,120,0.882958889,2,92
171,0,100,33,170,2.423734903,-1,32
41,1,50,33,24,2.035513878,-17,-40
107,0,50,33,119,2.141356945,12,38
96,0.15,5000,33,117,0.588515997,21,-40
130,0,50,33,122,1.11826396,-8,56
16,1,50,33,17,0.670831919,1,-50
47,1,50,33,25,1.54134798,-22,-38
139,0.15,100,33,143,1.00067091,4,70
35,0.15,50,33,35,0.623860836,0,-36
31,0,50,33,36,0.953568935,5,-42
51,0.15,100,33,45,1.541552067,-6,-56
122,0,100,33,126,0.553174973,4,-34
176,0,5000,33,179,1.870901108,3,80
126,0,50,33,134,1.082674026,8,24
161,0.15,100,33,162,1.670902967,1,116
125,0,5000,33,135,1.870894194,10,8
124,0.15,5000,33,135,0.835619926,11,-6
41,0,100,33,28,1.647372007,-13,-8
7,1,100,33,4,1.776888132,-3,-108
119,0.15,100,33,122,1.129961014,3,64
141,0.15,50,33,170,0.882985115,29,114
72,0.15,5000,33,60,2.43550086,-12,-70
67,0.15,5000,33,60,2.059132099,-7,36
17,0.15,50,33,18,1.765031099,1,-76
149,0.15,100,33,163,1.31836009,14,4
142,1,100,33,156,1.812487125,14,116
38,0,100,33,22,2.459095955,-16,-4
33,0.15,50,33,34,1.082590103,1,24
36,0.15,100,33,33,0.776787996,-3,-116
29,1,50,33,21,0.541793823,-8,-8
162,0,5000,33,160,1.224134922,-2,64
17,0,50,33,179,1.706115961,-18,104
121,1,50,33,122,2.129719973,1,74
52,0,100,33,56,2.070703983,4,-78
82,0,5000,33,67,1.564846039,-15,22
93,0,50,33,104,1.388918161,11,76
144,0,50,33,152,1.706001043,8,14
72,1,100,33,58,2.247410059,-14,-6
28,0,50,33,43,0.600525141,15,-38
145,1,50,33,143,2.07121706,-2,-14
65,0,100,33,48,1.565083981,-17,-18
29,1,5000,33,39,1.235515833,10,-28
53,1,100,33,45,1.364970922,-8,-18
65,0,5000,33,51,1.71786809,-14,-22
27,0.15,50,33,23,1.30607295,-4,-48
26,0.15,50,33,8,2.317825079,-18,-70
49,1,5000,33,35,0.753164053,-14,-66
164,1,5000,33,164,1.435555935,0,4
145,0,100,33,147,2.247253895,2,48
174,1,50,33,166,1.223728895,-8,56
51,0,5000,33,54,0.988457203,3,8
98,1,5000,33,121,1.035835028,23,-6
129,0,100,33,131,2.247637987,2,-10
32,0.15,100,33,10,1.69434309,-22,-26
139,0.15,50,33,178,1.188466072,39,66
67,0,50,33,34,1.271255016,-33,-24
41,1,50,33,42,1.047286987,1,-14
110,1,50,33,118,0.988765955,8,-12
63,1,100,33,72,0.764864922,9,48
51,0,100,33,54,1.859376192,3,-40
70,1,100,33,65,2.012388945,-5,-94
92,0,50,33,116,2.517807961,24,76
120,0.15,100,33,136,0.835530043,16,110
144,0.15,100,33,124,2.176630974,-20,114
145,1,100,33,141,2.094321012,-4,-8
21,0.15,5000,33,175,2.470803022,-26,146
161,0.15,100,33,168,1.35315299,7,72
124,1,100,33,135,1.14190197,11,60
43,0,50,33,10,1.423738003,-33,-38
112,0.15,100,33,112,0.58896184,0,-22
16,1,50,33,113,2.129872084,-83,68
121,1,100,33,134,1.412344933,13,106
124,0.15,5000,33,136,1.2711761,12,-2
145,0.15,50,33,156,0.847462893,11,92
67,0,100,33,39,0.964918137,-28,-42
137,1,50,33,153,2.435983896,16,-4
132,0,50,33,140,1.729958057,8,74
30,1,50,33,11,1.623867035,-19,-56
89,0,5000,33,87,1.941745996,-2,24
35,0.15,5000,33,47,0.564925194,12,-26
127,0,50,33,99,1.553137779,-28,28
150,1,5000,33,140,1.071288824,-10,62
165,0,5000,33,151,1.482867002,-14,50
87,1,5000,33,98,1.565144777,11,-62
71,0.15,50,33,79,1.388897181,8,-20
36,0,100,33,30,0.811995029,-6,-80
102,1,5000,33,116,1.012290955,14,70
104,0,100,33,119,0.941494942,15,-8
47,0,50,33,37,2.447291136,-10,-104
84,1,100,33,76,1.43591404,-8,40
157,1,5000,33,148,1.741392851,-9,36
52,1,50,33,20,0.717879057,-32,-38
175,0,100,33,164,1.365154982,-11,108
139,1,100,33,174,1.129929066,35,44
31,1,100,33,8,1.764898062,-23,-16
73,0.15,50,33,64,1.459382057,-9,-30
93,1,5000,33,103,0.717868805,10,-56
116,0.15,50,33,124,1.553265095,8,84
125,1,50,33,134,0.941505909,9,108
13,0.15,5000,33,26,0.600230932,13,16
119,0,100,33,133,1.224178076,14,-16
41,0.15,5000,33,57,1.658963919,16,28
128,1,5000,33,132,1.223987818,4,36
26,0.15,50,33,25,0.917878151,-1,-50
75,0,100,33,44,1.847347975,-31,-4
120,0,100,33,122,0.588786125,2,-12
4,1,100,33,5,2.012266159,1,-40
147,0,5000,33,148,0.741834879,1,120
55,0,50,33,44,1.341762066,-11,-94
71,0.15,100,33,52,1.788442135,-19,-12
67,0,5000,33,55,1.259454012,-12,-26
15,0,100,33,21,1.070777893,6,-136
174,0,50,33,178,1.588704109,4,112
133,0.15,100,33,141,1.000251055,8,74
96,0,5000,33,115,2.223693132,19,52
45,0.15,50,33,41,2.10630393,-4,-32
150,0,50,33,149,0.941524982,-1,78
17,1,50,33,12,1.223851919,-5,-66
12,0.15,100,33,19,1.200387001,7,-82
68,0,50,33,40,1.40023303,-28,-120
161,1,5000,33,147,2.494333029,-14,48
179,0.15,5000,33,172,1.329636097,-7,62
166,0.15,100,33,162,1.682839155,-4,116
127,1,5000,33,147,1.024173021,20,20
17,0.15,5000,33,25,2.059038162,8,-116
57,0,100,33,58,1.447295904,1,22
91,1,50,33,78,2.165230989,-13,-34
77,0,5000,33,72,0.847516775,-5,14
47,0,5000,33,58,1.612385988,11,2
79,0.15,50,33,34,1.929616928,-45,-96
68,0.15,50,33,42,2.400303841,-26,18
18,0,100,33,18,1.741661072,0,-76
120,0.15,5000,33,137,1.165150166,17,-22
81,0,100,33,82,0.635610104,1,42
39,0.15,50,33,48,0.471134901,9,22
28,1,50,33,142,2.035772085,-66,132
24,0,5000,33,29,0.623850107,5,-120
59,0.15,100,33,65,0.506131172,6,36
167,0,100,33,164,1.224137068,-3,68
156,0,100,33,159,0.811990023,3,84
91,1,100,33,108,2.54137516,17,60
27,1,5000,33,34,1.470817089,7,-100
172,0,5000,33,161,1.02392292,-11,116
47,0.15,5000,33,54,0.447281837,7,26
74,1,50,33,56,1.564886093,-18,-82
101,0.15,5000,33,112,2.541370869,11,48
61,0.15,100,33,63,1.482512951,2,-18
148,0.15,5000,33,143,0.777014971,-5,-14
139,1,5000,33,156,1.341794014,17,90
177,0,5000,33,1,1.247292042,4,-66
118,0.15,50,33,123,1.671117067,5,60
96,1,5000,33,113,2.153520107,17,40
172,0.15,5000,33,169,1.188780785,-3,98
140,0,100,33,160,1.435729027,20,82
162,1,5000,33,147,1.270826101,-15,46
43,0.15,5000,33,36,1.176692009,-7,-124
58,1,50,33,NaN,0,NaN,0
72,1,5000,33,NaN,0,NaN,0
64,0,5000,33,NaN,0,NaN,0
34,0,5000,33,31,1.094309807,-3,-96
7,0,5000,33,19,0.694653034,12,-122
19,1,100,33,12,1.071314096,-7,-24
134,0.15,50,33,NaN,0,NaN,0
101,1,5000,33,112,1.364964008,11,54
135,0.15,100,33,176,1.906175137,41,120
88,0.15,5000,33,90,1.282790899,2,-40
159,0.15,100,33,174,0.859283924,15,150
72,1,100,33,80,2.141349077,8,-14
54,1,5000,33,29,2.118270159,-25,-130
21,0,5000,33,16,1.070830107,-5,-24
128,1,50,33,NaN,0,NaN,0
58,1,5000,33,46,0.906205893,-12,36
23,1,50,33,19,1.153441906,-4,-130
87,0,100,33,81,1.09445405,-6,52
144,0,50,33,150,1.023642063,6,54
75,0.15,100,33,97,1.471060038,22,22
88,0,100,33,96,1.30607605,8,48
54,0.15,50,33,62,1.671319962,8,-72
33,1,5000,33,135,2.54135704,-78,90
56,0.15,50,33,138,1.282582998,82,110
49,1,50,33,48,1.259147882,-1,-90
109,0.15,50,33,140,1.412204981,31,76
147,0,50,33,149,1.200649977,2,68
7,1,100,33,11,0.7296381,4,-146
96,0.15,100,33,110,1.376684904,14,44
6,0,50,33,3,1.423727036,-3,-64
129,1,100,33,147,1.412310123,18,84
78,0,100,33,77,1.859011173,-1,4
19,0.15,5000,33,27,1.012023926,8,-44
9,0,5000,33,22,1.376671791,13,-56
61,1,100,33,51,0.753247023,-10,-50
12,1,100,33,10,2.388417006,-2,-150
41,1,50,33,37,1.317973137,-4,-62
157,1,100,33,162,1.71785593,5,52
160,1,5000,33,158,0.753176928,-2,112
103,1,50,33,103,1.624107838,0,-24
80,0.15,100,33,105,0.600494862,25,-36
76,0,50,33,86,2.423995018,10,50
139,1,100,33,138,1.494541883,-1,26
146,0,50,33,142,1.482567072,-4,84
35,0.15,5000,33,34,0.494364977,-1,-22
120,1,100,33,148,1.059032917,28,18
178,0.15,50,33,176,1.035510063,-2,152
24,1,100,33,6,2.082539082,-18,-88
7,0,50,33,179,1.070847034,-8,20
5,0.15,5000,33,8,1.671060085,3,-32
115,0,50,33,130,1.494590044,15,104
138,0,5000,33,132,1.235517979,-6,122
149,1,50,33,157,0.917967796,8,8
148,0.15,5000,33,143,1.01231885,-5,114
111,0.15,100,33,138,0.741667986,27,42
157,0.15,50,33,157,0.977010012,0,82
108,0,100,33,134,1.224002123,26,86
105,1,5000,33,130,0.717930079,25,-4
93,0,50,33,109,1.000552893,16,64
148,0.15,5000,33,142,0.753565073,-6,114
168,0.15,5000,33,160,0.753226995,-8,22
16,0,50,33,20,0.717963934,4,-44
16,0.15,50,33,17,0.776925087,1,-64
158,1,5000,33,149,2.318154097,-9,-8
58,1,100,33,50,0.682569027,-8,-16
144,0,100,33,139,1.741422892,-5,72
87,1,100,33,83,2.541368961,-4,20
40,0,100,33,51,0.917896986,11,-22
168,0.15,100,33,163,1.388444901,-5,92
105,0,100,33,112,1.271216154,7,34
155,1,5000,33,147,1.400221109,-8,46
60,1,50,33,62,1.282699108,2,-98
96,0.15,100,33,79,1.788459063,-17,-20
55,1,50,33,64,1.800451994,9,-46
103,0.15,100,33,122,0.953562975,19,76
4,1,5000,33,17,2.141719103,13,-110
81,0.15,50,33,109,0.588425159,28,-32
74,0.15,5000,33,74,1.306123972,0,38
117,0.15,100,33,108,0.859137058,-9,-4
134,1,50,33,136,2.318248987,2,78
80,0,50,33,100,1.871092796,20,44
20,1,50,33,20,2.082485914,0,-110
9,0.15,50,33,32,2.388935804,23,8
93,1,50,33,NaN,2.188467979,NaN,0
28,0,100,33,13,1.517868996,-15,-146
71,1,50,33,44,1.435682058,-27,4
35,1,5000,33,46,1.623991966,11,20
57,0.15,50,33,50,1.623785973,-7,40
26,1,5000,33,51,1.247568846,25,-98
56,0,5000,33,61,0.941799879,5,32
59,0.15,50,33,58,1.800305843,-1,-38
153,1,100,33,149,0.965235949,-4,74
166,0,50,33,158,0.706221104,-8,110
135,0,50,33,152,0.671194077,17,18
8,0.15,50,33,19,0.965326786,11,-26
111,0,50,33,134,0.717987061,23,106
110,0,5000,33,120,0.75317502,10,-18
29,0,5000,33,26,1.518244982,-3,-38
10,1,50,33,27,1.023738861,17,-54
95,1,100,33,105,0.600196838,10,-52
104,0,50,34,115,1.149900913,11,-64
152,1,5000,34,130,2.283032894,-22,46
14,1,50,34,37,1.129539967,23,22
144,1,100,34,136,0.800135136,-8,36
22,0.15,100,34,38,1.211752892,16,-70
124,0.15,5000,34,151,1.588547945,27,-22
175,1,5000,34,146,1.271096945,-29,64
155,1,100,34,168,0.847538948,13,158
37,0.15,100,34,28,2.318098068,-9,-126
40,0.15,100,34,38,1.082712173,-2,34
16,0,50,34,28,1.70621109,12,-86
146,0,5000,34,132,1.329618931,-14,106
48,0,50,34,30,1.435535908,-18,-68
166,0.15,50,34,155,1.000213861,-11,84
49,0.15,5000,34,53,0.871132135,4,-54
106,1,50,34,127,1.047293901,21,86
45,1,50,34,42,1.32963419,-3,-118
45,0,100,34,47,1.341688871,2,-12
63,1,5000,34,49,1.988697052,-14,-44
134,1,5000,34,128,1.165330887,-6,106
173,1,100,34,114,1.553164005,-59,90
102,1,5000,34,130,1.376685143,28,-12
101,0.15,50,34,NaN,0,NaN,0
158,0.15,100,34,161,2.329452038,3,160
177,0,50,34,179,1.270803928,2,70
84,1,50,34,101,1.235514164,17,46
134,1,50,34,109,1.741788864,-25,-8
170,0,50,34,82,2.553171873,-88,-34
23,0,50,34,52,1.200174809,29,24
156,1,5000,34,150,2.118125916,-6,38
23,0,5000,34,24,1.070793152,1,-54
131,0,5000,34,139,1.188466072,8,-26
69,0,50,34,54,1.023764133,-15,16
31,0,50,34,67,0.812093973,36,-20
